GeneSymbol,PhenotypeList,MIM_Number
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|not provided|Developmental and epileptic encephalopathy",182389
SCN1A,"Autism|not specified|Epilepsy;Severe myoclonic epilepsy in infancy|Self-limited epilepsy with centrotemporal spikes|Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|Intellectual disability|not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy 6B;Generalized epilepsy with febrile seizures plus, type 2;Migraine, familial hemiplegic, 3;Severe myoclonic epilepsy in infancy|SCN1A-related disorder",182389
SCN1A,"Severe myoclonic epilepsy in infancy|not specified|Epilepsy|Migraine, familial hemiplegic, 3|not provided|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|Inborn genetic diseases|SCN1A-related disorder",182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy",182389
SCN1A,"Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2",182389
SCN1A,Severe myoclonic epilepsy in infancy|not provided|Developmental and epileptic encephalopathy|SCN1A-related disorder,182389
SCN1A,"Severe myoclonic epilepsy in infancy|not provided|Generalized epilepsy with febrile seizures plus, type 2|Developmental and epileptic encephalopathy",182389
SCN1A,Autism|not provided|Developmental and epileptic encephalopathy|not specified|SCN1A-related disorder|Inborn genetic diseases,182389
SCN1A,"Migraine, familial hemiplegic, 3|not specified|Epilepsy|not provided|Bilateral tonic-clonic seizure;Generalized non-motor (absence) seizure;Seizure|Self-limited epilepsy with centrotemporal spikes|Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|Inborn genetic diseases|SCN1A-related disorder",182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|not specified|Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy|not provided",182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|Developmental and epileptic encephalopathy|not provided|Severe myoclonic epilepsy in infancy|Inborn genetic diseases",182389
SCN1A,"Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|not provided|Generalized epilepsy with febrile seizures plus, type 2",182389
SCN1A,Severe myoclonic epilepsy in infancy|not specified|Developmental and epileptic encephalopathy,182389
SCN1A,not provided|Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy|Inborn genetic diseases,182389
SCN1A,Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|Inborn genetic diseases|not provided,182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|not provided|Generalized epilepsy with febrile seizures plus, type 2|Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy",182389
SCN1A,Severe myoclonic epilepsy in infancy|not specified|Developmental and epileptic encephalopathy|SCN1A-related disorder,182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3;Generalized epilepsy with febrile seizures plus, type 2|not specified|Developmental and epileptic encephalopathy",182389
SCN1A,Severe myoclonic epilepsy in infancy|Seizure|not provided,182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 1|Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|not provided",182389
SCN1A,"West syndrome|not provided|Generalized epilepsy with febrile seizures plus, type 2;Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3|not specified|Developmental and epileptic encephalopathy|Inborn genetic diseases",182389
SCN1A,Severe myoclonic epilepsy in infancy|not provided|Developmental and epileptic encephalopathy 6B,182389
SCN1A,Severe myoclonic epilepsy in infancy|Seizure,182389
SCN1A,"Severe myoclonic epilepsy in infancy|Migraine, familial hemiplegic, 3|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|not provided",182389
SCN1A,Developmental and epileptic encephalopathy,182389
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7",603415
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Inborn genetic diseases",603415
SLC6A1,not provided,137165
GABRG2,"Inborn genetic diseases|Febrile seizures, familial, 8;EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2",137164
KCNQ3,Benign neonatal seizures,602232
STXBP1,Developmental and epileptic encephalopathy,602926
TSC1,Hereditary cancer-predisposing syndrome,605284
SCN1A,not specified,182389
GABRG2,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2;Febrile seizures, familial, 8",137164
KCNQ3,Benign neonatal seizures|Inborn genetic diseases,602232
SCN8A,Developmental and epileptic encephalopathy,600702
KCNQ2,Developmental and epileptic encephalopathy,602235
TBC1D24,"DOORS syndrome|not provided|Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1|Developmental and epileptic encephalopathy, 16|Inborn genetic diseases|TBC1D24-related disorder",613577
TBC1D24,"DOORS syndrome|not provided|Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1",613577
TBC1D24,DOORS syndrome,613577
TBC1D24,"DOORS syndrome|not provided|Inborn genetic diseases|Autosomal dominant nonsyndromic hearing loss 65|Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|TBC1D24-related disorder|Developmental and epileptic encephalopathy, 16",613577
CHD2,Developmental and epileptic encephalopathy 94|Inborn genetic diseases|not provided,602119
GABRA1,"not specified|Epilepsy, idiopathic generalized, susceptibility to, 13|not provided|Developmental and epileptic encephalopathy, 19|Epilepsy, idiopathic generalized, susceptibility to, 13;Idiopathic generalized epilepsy;Epilepsy, childhood absence 4",137160
GABRA1,"not specified|not provided|Epilepsy, idiopathic generalized, susceptibility to, 13;Epilepsy, childhood absence 4;Idiopathic generalized epilepsy|Epilepsy, idiopathic generalized, susceptibility to, 13|Inborn genetic diseases",137160
GABRG2,"not provided|Febrile seizures, familial, 8;EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2",137164
GABRG2,"not specified|Febrile seizures, familial, 8|EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2|EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2;Febrile seizures, familial, 8|Inborn genetic diseases|not provided",137164
MECP2,not provided|not specified|Inborn genetic diseases|Rett syndrome|Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder,300005
SCN1A,not provided,182389
SCN1A,"not specified|Epilepsy|not provided|Migraine, familial hemiplegic, 3|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|Inborn genetic diseases",182389
SCN1A,Developmental and epileptic encephalopathy|Familial hemiplegic migraine|not specified|Epilepsy|Gastric cancer|Ovarian cancer,182389
SCN1A,not provided|Developmental and epileptic encephalopathy,182389
SCN1A,not provided|Developmental and epileptic encephalopathy|not specified,182389
SCN1A,"not specified|Migraine, familial hemiplegic, 3|Epilepsy|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|not provided",182389
SCN1A,"Severe myoclonic epilepsy in infancy|not provided|Migraine, familial hemiplegic, 3;Severe myoclonic epilepsy in infancy;Generalized epilepsy with febrile seizures plus, type 2|Developmental and epileptic encephalopathy",182389
SCN1A,Developmental and epileptic encephalopathy|not provided,182389
SCN1A,not specified|not provided|Developmental and epileptic encephalopathy,182389
SCN1A,not specified|Developmental and epileptic encephalopathy,182389
SCN1A,"not provided|Autosomal dominant epilepsy|Developmental and epileptic encephalopathy|Seizure|Generalized epilepsy with febrile seizures plus, type 2|Severe myoclonic epilepsy in infancy|SCN1A-related disorder",182389
SCN1A,"not specified|not provided|Epilepsy|Migraine, familial hemiplegic, 3|Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|Inborn genetic diseases|SCN1A-related disorder",182389
SCN1A,"not specified|Migraine, familial hemiplegic, 3|Epilepsy|Developmental and epileptic encephalopathy|Inborn genetic diseases|Generalized epilepsy with febrile seizures plus, type 2|not provided",182389
SCN1A,not provided|Developmental and epileptic encephalopathy|Inborn genetic diseases|not specified,182389
SCN1A,"not specified|Migraine, familial hemiplegic, 3|Inborn genetic diseases|Generalized epilepsy with febrile seizures plus, type 2|Developmental and epileptic encephalopathy",182389
SCN1A,not specified|SCN1A-related disorder|Developmental and epileptic encephalopathy|not provided,182389
SCN1A,not provided|Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|SCN1A-related disorder|Inborn genetic diseases,182389
SCN1A,not provided|Seizure,182389
SCN1A,"not specified|Developmental and epileptic encephalopathy|Epilepsy|Migraine, familial hemiplegic, 3|Inborn genetic diseases|Generalized epilepsy with febrile seizures plus, type 2|not provided",182389
SCN1A,"not specified|Developmental and epileptic encephalopathy|Epilepsy|Migraine, familial hemiplegic, 3|not provided|Inborn genetic diseases|Generalized epilepsy with febrile seizures plus, type 2",182389
SCN1A,"not specified|not provided|Migraine, familial hemiplegic, 3|Epilepsy|Generalized epilepsy with febrile seizures plus, type 2|Developmental and epileptic encephalopathy|Inborn genetic diseases",182389
SCN1A,"Developmental and epileptic encephalopathy|not provided|Generalized epilepsy with febrile seizures plus, type 2;Migraine, familial hemiplegic, 3;Severe myoclonic epilepsy in infancy|Inborn genetic diseases|SCN1A-related disorder",182389
SCN1A,"not provided|Migraine, familial hemiplegic, 3|Generalized epilepsy with febrile seizures plus, type 2|Developmental and epileptic encephalopathy|SCN1A-related disorder|Generalized epilepsy with febrile seizures plus",182389
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|Inborn genetic diseases|not provided",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|not provided|Inborn genetic diseases",300460
PCDH19,"not specified|not provided|Developmental and epileptic encephalopathy, 9|Inborn genetic diseases",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|not provided|Inborn genetic diseases|PCDH19-related disorder",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|not provided|Self-limited epilepsy with centrotemporal spikes|Inborn genetic diseases",300460
PCDH19,"not provided|Developmental and epileptic encephalopathy, 9",300460
PCDH19,"not specified|Developmental and epileptic encephalopathy, 9|Inborn genetic diseases|PCDH19-related disorder",300460
SCN9A,"not provided|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Generalized epilepsy with febrile seizures plus, type 7|Primary erythromelalgia",603415
SCN9A,"not specified|Paroxysmal extreme pain disorder|Small fiber neuropathy|Primary erythromelalgia|Channelopathy-associated congenital insensitivity to pain, autosomal recessive|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|not provided",603415
CDKL5,"not specified|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2|History of neurodevelopmental disorder|CDKL5-related disorder",300203
CDKL5,"not specified|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2|CDKL5 disorder|CDKL5-related disorder",300203
CDKL5,"Developmental and epileptic encephalopathy, 2|not provided|Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|CDKL5 disorder",300203
CDKL5,"not provided|Developmental and epileptic encephalopathy, 2|Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|Inborn genetic diseases",300203
CDKL5,"not provided|Developmental and epileptic encephalopathy, 2|CDKL5 disorder|Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|West syndrome",300203
CDKL5,"not specified|not provided|CDKL5 disorder|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2",300203
CDKL5,"not specified|Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|History of neurodevelopmental disorder|not provided|CDKL5 disorder",300203
STXBP1,"not provided|Developmental and epileptic encephalopathy, 4;West syndrome;Cerebellar vermis hypoplasia|Congenital cerebellar hypoplasia|STXBP1-related neurodevelopmental disorder|Developmental and epileptic encephalopathy",602926
STXBP1,"not specified|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 4|not provided|Inborn genetic diseases",602926
STXBP1,"not specified|Developmental and epileptic encephalopathy, 4|Developmental and epileptic encephalopathy|not provided",602926
MECP2,not specified|Rett syndrome|not provided|MECP2-related disorder,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|Inborn genetic diseases|MECP2-related disorder|Rett syndrome|not provided,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome|Inborn genetic diseases,300005
MECP2,not specified|History of neurodevelopmental disorder|Severe neonatal-onset encephalopathy with microcephaly|not provided|Rett syndrome|MECP2-related disorder,300005
MECP2,not specified|Rett syndrome|Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder|not provided|Inborn genetic diseases,300005
MECP2,"not specified|Rett syndrome|not provided|History of neurodevelopmental disorder|Severe neonatal-onset encephalopathy with microcephaly|Severe neonatal-onset encephalopathy with microcephaly;Syndromic X-linked intellectual disability Lubs type;Rett syndrome;Autism, susceptibility to, X-linked 3;X-linked intellectual disability-psychosis-macroorchidism syndrome",300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|History of neurodevelopmental disorder|not provided|Rett syndrome,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|not provided|History of neurodevelopmental disorder|Rett syndrome,300005
MECP2,not provided|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome|Inborn genetic diseases,300005
MECP2,not specified|not provided|Rett syndrome|Severe neonatal-onset encephalopathy with microcephaly,300005
MECP2,not specified|not provided|History of neurodevelopmental disorder|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome,300005
MECP2,"not specified|Severe neonatal-onset encephalopathy with microcephaly|not provided|Rett syndrome|Severe neonatal-onset encephalopathy with microcephaly;Syndromic X-linked intellectual disability Lubs type;Rett syndrome;Autism, susceptibility to, X-linked 3;X-linked intellectual disability-psychosis-macroorchidism syndrome|MECP2-related disorder",300005
MECP2,not specified|History of neurodevelopmental disorder|not provided|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|not provided|Inborn genetic diseases|Rett syndrome,300005
MECP2,not provided|Rett syndrome|Severe neonatal-onset encephalopathy with microcephaly,300005
MECP2,not specified|Severe neonatal-onset encephalopathy with microcephaly|not provided|History of neurodevelopmental disorder|Rett syndrome|MECP2-related disorder,300005
MECP2,not specified|not provided|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome|Inborn genetic diseases|MECP2-related disorder,300005
